"V1","V2","V3","V4","V5"
0.87992165602105,1.0168600036318,0.791837289587237,0.816570974267748,1
0.687427228043633,0.811608047128723,0.812663675977744,0.722115044253434,1
0.873378279933906,0.906779534354449,0.797296379004104,0.852508925190654,1
0.926379571419202,0.874001544088995,0.86080861425047,0.67670492459379,1
0.767669400475756,0.768816954784334,0.869718264510131,0.710774725013253,1
0.808072257967849,0.749128467617292,0.942552002431457,0.812401753037182,1
0.667761177947235,0.81751932811362,0.920339120626884,0.671176358699044,1
0.584657206819827,0.771493179844054,0.765292962875276,0.867460248761977,1
0.83710989837569,0.898235129984725,0.82685839413028,0.860536362987191,1
0.719169279638814,0.978770059030111,0.911945633845513,0.74936512325406,1
0.872186471623975,0.698579497132137,1.01203496359168,1.01368214995735,1
0.829093916363602,0.795024134176167,0.775370297843223,0.708768489906881,1
0.734040100994212,0.741334072976307,0.835338884992003,0.805130400941862,1
0.736655456659925,0.733168915880583,1.02912073598515,0.636970395566888,1
0.888443784180907,0.910384512914414,0.771511649725967,0.777214978526617,1
0.753833035596847,0.731530954722689,0.975330988997226,0.926097197504164,1
0.622975146405853,0.912335241846485,0.654292997429355,0.856065618415212,1
0.796743365120258,0.795538976547127,0.62797803716706,0.656618993024747,1
1.02712068530648,0.889610112186379,0.76617101205751,0.759328873797495,1
0.783326239445902,0.811552227606103,0.634275241997561,0.863818421004464,1
0.834847143741488,0.812137043196509,0.996767003759292,0.948788260979806,1
0.779048601930955,0.707357383232633,0.883361164493499,0.770918209679529,1
0.834228419685241,0.855752720394047,0.909471279646232,0.860104473406116,1
0.936199771381352,0.832905190695999,0.787866654806458,0.502567312956406,1
0.869979540993803,0.647739345698132,0.724242483614995,0.798495334503516,1
0.894567037297897,0.931830375665849,0.841606824032085,0.938571108502121,1
0.998687122522102,0.784634385239925,0.772652629484876,0.799446487767424,1
0.779527407747142,0.850453154126027,0.886337134696948,0.728298764454765,1
0.861341271359863,0.666452122128734,0.90974400769882,0.748793569092964,1
0.789907026597752,0.644176675627269,0.740159176106856,0.783177967894468,1
0.823812455144388,0.868569107153393,0.899676918204683,0.821350114646245,1
0.907662474351131,0.761402802817403,0.834430191548962,0.818932112787217,1
0.728461152859624,0.778649318342142,0.777990373817082,0.811163825266122,1
0.866345823130074,0.823260663031968,0.896479300031509,0.735454384166045,1
0.836306698392656,0.817598172564634,0.894076541334377,0.629243292465142,1
0.716447216048369,0.948426780249117,0.699139024285616,0.89418469721864,1
0.865370773699774,0.878448643639379,0.716472596106992,0.774908989958252,1
0.779974945669281,0.778105261992506,0.740365006451773,0.628815030925176,1
0.918826189238449,0.814639460976015,0.614149561937097,0.938586279131806,1
0.697140438106961,0.957425124655296,0.949712151549408,0.888925649783365,1
0.996233566108018,0.921692577858042,0.872809179357217,0.794417376936917,1
0.830111158277117,0.793714316148108,0.628277181069253,0.830249020853271,1
0.837737672326709,0.793256852278389,0.700535846562412,0.844148471014979,1
0.751456434345533,0.72769194006878,0.535011378122054,0.730476169127208,1
0.711407285569839,0.702579635624566,0.950650361522044,0.789000301050139,1
0.699808145241751,0.879863497186272,0.787578469792164,0.765472106189695,1
0.83917550579271,0.896013194202606,0.694013665017556,0.839283132090552,1
0.71242658135521,0.885609500343275,0.897060330687697,0.699685433042988,1
0.757156792358117,0.786168353879982,0.614415903383241,0.829255827484544,1
0.598899068609679,0.967476327863109,0.933994454540402,0.826038044800289,1
0.70217614402823,0.827231903935919,0.661486533992159,0.960376913887089,1
0.853323976830612,0.777105667221752,0.8711579465588,0.907096112071401,1
0.878738492086901,0.832440164401093,0.862414218703302,0.870386129542528,1
0.70915546016507,0.828341134557732,0.891227611822315,0.8073324929883,1
0.823389481584735,0.828335415479484,0.725965291343646,0.81231258854752,1
0.751544855809522,0.740699801316074,1.01066319630158,0.94599736216332,1
0.615990331263463,0.873698927193028,0.728790553760139,0.869922216685866,1
0.907758622992917,0.881742407280578,0.903177419148777,0.622399079410061,1
0.78056392182041,0.733007100753996,0.744416009994763,0.842131308262985,1
0.68835904870926,0.857644036543159,1.01406212078375,0.949024452124626,1
0.71083649918242,0.733860120620178,0.814405524463455,0.741878356501911,1
0.953251429824325,0.974317949312642,0.889075535805403,0.859622161029667,1
0.977364190316808,0.927852532049074,0.759797488573822,0.788881645712447,1
0.675670850962987,0.679010577216018,0.721714502266772,0.670336568566893,1
0.802815885050125,0.916131588938036,0.653793126926739,0.822700923429384,1
0.759846629713599,0.824983939446682,0.813458735784632,0.7769621813301,1
0.728645677731826,0.756496628869953,0.859929317741088,0.77022901430743,1
0.994440725923495,0.841288958342114,0.75781738106174,0.83218959588222,1
1.0239691023208,0.838559170109706,0.783070829294354,0.652792019907526,1
0.384451265809272,0.173644808688242,0.24668103868362,0.413077764204291,2
0.364308000795336,0.380702770068313,0.17202206019998,0.396988216168737,2
0.301113710290608,0.304747556817235,0.179361503786456,0.131382728653414,2
0.408658828660299,0.432190850151161,0.343851113380363,0.23345178092904,2
0.395737412842585,0.394712919212917,0.155782129926103,0.373794539301975,2
0.300560537484398,0.370336536302275,0.422363997305005,0.12075492874982,2
0.0476164483372533,0.328605659125203,0.308745492702743,0.113349782576303,2
0.289642870289119,0.292693414731051,0.360821918529165,0.280640311569177,2
0.448066758147217,0.246098811223633,0.277742916797326,0.291219039444243,2
0.360183960110767,0.402301993167453,0.365559864050187,0.240863964694479,2
0.261818399079602,0.461386746308631,0.257003129346448,0.405061713940904,2
0.469356944478946,0.155847748053115,0.38662186476474,0.310583773781862,2
0.383168759703401,0.109519118725247,0.480234682483952,0.282638589645402,2
0.430720406439036,0.25630793584256,0.229324316245585,0.204663980329303,2
0.267924385530585,0.29811697971942,0.245156849672619,0.362947929936769,2
0.231372715960843,0.428396608323077,0.259802815429887,0.249474640005324,2
0.409965532979682,0.513564308107732,0.332165061830491,0.0543395780478558,2
0.459183330616656,0.439217756635479,0.292910383374891,0.202171063755626,2
0.376140939068979,0.151431313994216,0.179983452074493,0.202191806411009,2
0.20822288005959,0.392717518170441,0.204359696440116,0.32560735861848,2
0.449761753556812,0.280995275468323,0.556677495626909,0.154091257134133,2
0.334035325731743,0.389132562334479,0.25976151118778,0.279996802456696,2
0.414141303906672,0.478930716602953,0.312044663881802,0.330864821810165,2
0.371489410401941,0.250296932094515,0.307234152348293,0.288402979263232,2
0.201527709013364,0.265492363329146,0.197196005855399,0.276064671448384,2
0.249713518356277,0.240294593060306,0.528937328155261,0.298998126120808,2
0.388100819684752,0.238062801981445,0.267679414016139,0.294184029772331,2
0.313296944287125,0.524195689400064,0.3620588497622,0.33769174845552,2
0.354918228356698,0.184967496347683,0.377974718942673,0.249352175908054,2
0.250578800109964,0.261437053427931,0.284144446661,0.137780835446803,2
0.274304531435989,0.0615866315514478,0.40114378472552,0.25046618807762,2
0.23071981926749,0.25722234858125,0.264998518493503,0.292667794027577,2
0.0664743711244548,0.332767239337132,0.312046745736077,0.409991872478507,2
0.223211324784992,0.251681581986338,0.330935996194146,0.456054174329974,2
0.508008962794628,0.378795447935881,0.310228901449748,0.276503734448048,2
0.176173056786675,0.348839891615928,0.144068977262057,0.248727585850869,2
0.382136414337568,0.264398988450104,0.274528922422585,0.221423853919567,2
0.318892619954806,0.173945203013478,0.208477529226902,0.284592474304529,2
0.27996935338154,0.313738928829954,0.381739102805507,0.24318618257961,2
0.275740073091135,0.16285537351592,0.121474385967917,0.238517402816048,2
0.241536947554451,0.23140071228003,0.201926843740842,0.289820337959819,2
0.378244114470749,0.258756907536654,0.165293728366973,0.417827107720818,2
0.178675276766004,0.201552076749916,0.285600831200044,0.341505631596733,2
0.423391632186043,0.224316068092956,0.260234963561223,0.247677637308819,2
0.232216631660675,0.181145892475842,0.338684643953812,0.408844398126369,2
0.396389223622876,0.388856180503604,0.403926761501109,0.534917661977439,2
0.269379724811701,0.205730983333683,0.134135634192929,0.27179298125066,2
0.167224487603471,0.159795219774365,0.277534516498059,0.180790391096086,2
0.368370785695058,0.344228564570312,0.311663848618022,0.274021378846487,2
0.262896339717523,0.266476042164256,0.247656434530711,0.429555589693173,2
0.299266689166281,0.244393376356194,0.188957907469599,0.429100239092491,2
0.349582414012124,0.167722183544814,0.439760697416627,0.326901019618462,2
0.28861136843407,0.328445586341681,0.172886796577838,0.312968907936469,2
0.330079156291641,0.280474914441506,0.357356363909588,0.517315536407534,2
0.479498887698657,0.357114356432216,0.225108198877003,0.428601267582697,2
0.254438847537803,0.287814120107876,0.272486542697267,0.238361976769029,2
0.340296003495536,0.336554378346704,0.0901801092802267,0.447577311880288,2
0.194004307167413,0.36799432433244,0.32451285656746,0.243841428045907,2
0.32105478599016,0.179606054032666,0.371100837873372,0.313354558493197,2
0.23232324012619,0.259023926264369,0.250520922592488,0.239504561648398,2
0.250690647305426,0.267421980131703,0.225190788481673,0.0951561097692254,2
0.205605005316596,0.287456291835032,0.271119609523038,0.274883486417117,2
0.238412190451681,0.379542913798956,0.306284039987311,0.296654574313403,2
0.132317926638048,0.322723536007668,0.327237310102069,0.222003312635646,2
0.355334014841008,0.384385958937796,0.422953150142275,0.379273339633435,2
0.257027862000053,0.25769914657661,0.144066020341524,0.214980397828763,2
0.189442896422297,0.493152699531059,0.321282277005706,0.178407058100045,2
0.14205543073714,0.305601254331694,0.324806809345501,0.37928965323473,2
0.304813657004133,0.191742144565123,0.314774290840341,0.195147483043872,2
0.391194190695474,0.233458834035113,0.273189609506578,0.291800558156221,2
0.299285228324546,0.256248245665832,0.408374780351816,0.238275182746052,2
0.241818383223229,0.203877359083179,0.178063179541426,0.200008299766402,2
0.230829618198315,0.272585542100886,0.299339570469503,0.203916283161695,2
0.225603781589422,0.257180094681726,0.20150346720798,0.303277172053262,2
0.450456930720464,0.371514287738445,0.200019689960033,0.331363510792906,2
0.382896211233316,0.394787296102715,0.304655736574223,0.394211987696475,2
0.241067082379518,0.103327035796557,0.333585302285223,0.495940528495872,2
0.302204787216319,0.391347921951055,0.168604402782672,0.440258017882424,2
0.216144958956236,0.343337018589164,0.255738787944346,0.137936268600751,2
0.126003237019572,0.302934286097166,0.34430741108691,0.487085561894251,2
0.308654389964635,0.221551552908776,0.393412597563969,0.284140826259344,2
0.318859110361098,0.249372800020977,0.267945692603884,0.348036607650971,2
0.460310713719285,0.401574188435265,0.268334855775932,0.255616849089143,2
0.493560566307165,0.344584350649294,0.358262771224944,0.362690398967559,2
0.200843762831485,0.454463491793092,0.258634163092929,0.544684533293335,2
0.307711382322136,0.242086420565749,0.329031348060792,0.217947605922486,2
0.200478065650263,0.409507746875689,0.206459491610004,0.295973984733397,2
0.14510803258531,0.17919196777481,0.472372912697353,0.176123988898564,2
0.162710215589623,0.178904051861938,0.271700095194515,0.301106277560205,2
0.106968496781702,0.291595987222525,0.298583051148539,0.278197697192412,2
0.329765527702384,0.314865919395386,0.20405854723296,0.446270231079638,2
0.408566219374938,0.356086302165303,0.379016513699669,0.25432293112122,2
0.497487944672255,0.340640494507324,0.382090362944857,0.490265115034265,2
0.396820639774079,0.473921774133804,0.435124083287112,0.35667549549118,2
0.118641739482359,0.542216780273384,0.432202200089476,0.422942946252455,2
0.136923758952552,0.289547521784573,0.539601840224101,0.312655921935752,2
0.249360337546978,0.2595009355008,0.267271203903304,0.264960496551332,2
0.274732845207895,0.492216531503045,0.0505296629599099,0.279665498420838,2
0.258277337579237,0.0756907696673824,0.485748009038722,0.190983776313539,2
0.273150843250613,0.150569775099791,0.33204480316997,0.0369635095395907,2
